recipename,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob
ladonnas spaghetti with sauce,0.292307692,0.35,0.206666667,0.424166667,0.410285714,0.270666667,0.28,0.606,0.476190476,0.6078,0.616666667,0.091,0.388888889,0.666666667,1,0.5,0.2675,0.63,611,-4.778715664,3.929620585,0.989022715
lamb braised in pomegranate,0.524615385,0.7,0.446666667,0.079166667,0.154285714,0.077666667,0.032,0.698,0.571428571,0.0136,0.066666667,0.046,0.166666667,0,0.8,0,0.1125,0.0825,546,-4.863879235,4.264644576,0.923896783
lamb chops with balsamic reduction,0.296923077,0.4,0.213333333,0.029166667,0.068285714,0.016666667,0.008,0.292,0.095238095,0.0452,0.016666667,0.029,0.111111111,0,0.35,0,0.04,0.0375,255,-2.560937809,4.350211815,0.998901991
lamb gosht biryani,0.384615385,0.4,0.143333333,0.17875,0.154,0.214333333,0.192,0.33,0.253968254,0.1926,1.183333333,0.092,0.111111111,0,0.35,0,0.105,0.1125,544,-5.084490588,4.04111199,0.911944899
lamb madras curry,0.570769231,1.05,0.386666667,0.199583333,0.2,0.054,0.156,0.572,0.158730159,0.1326,0.166666667,0.084,0.277777778,0,0.7,0,0.2,0.15,519,-8.715614121,4.399168094,0.717199379
lamb meatballs and sauce,0.669230769,0.8,0.513333333,0.967916667,0.317142857,0.081333333,0.16,0.626,0.349206349,0.2026,0.266666667,0.146,0.333333333,0,0.85,0,0.2,0.1775,610,-11.83024705,4.343493847,0.999987527
lancashire hot pot,0.250769231,0.35,0.193333333,0.125833333,0.298285714,0.128,0.212,0.342,0.158730159,0.0316,0.683333333,0.046,0.166666667,0,0.45,0.5,0.155,0.12,365,-2.990139741,4.075068921,0.751231683
larb laotian chicken mince,0.224615385,0.2,0.31,0.337916667,0.088857143,0.041,0.024,0.548,0.095238095,0.0578,0.266666667,0.035,0.111111111,0,0.55,0,0.12,0.1,294,-1.231890997,4.266658283,0.603160103
lasagna alfredo roll ups,0.521538462,0.75,0.293333333,0.461666667,0.080857143,0.089,0.076,0.42,0.126984127,0.9174,0.033333333,0.347,0.111111111,0,0.25,0,0.1325,0.2825,485,-8.805474712,4.389101846,0.91670599
lasagna bolognese,0.453846154,0.65,0.433333333,0.3575,0.123714286,0.127666667,0.104,0.676,0.158730159,0.5594,0.133333333,0.487,0.166666667,0,0.5,0,0.13,0.2575,568,-6.005830005,3.930958552,0.799193971
lasagna cupcakes,0.127692308,0.2,0.1,0.19875,0.038571429,0.043666667,0.032,0.252,0.063492063,0.0552,0.016666667,0.273,0.055555556,0,0.25,0,0.045,0.05,180,-1.588634276,4.381865754,0.870293182
lasagna helper,0.243076923,0.3,0.23,0.478333333,0.173142857,0.162666667,0.14,0.544,0.317460317,0.1084,0.766666667,0.078,0.277777778,0,0.6,0,0.1375,0.29,441,-4.024341125,4.243838667,0.78000702
lasagna stuffed mushrooms,0.195384615,0.25,0.473333333,0.212083333,0.133428571,0.033,0.06,0.536,0.19047619,0.1236,0.083333333,0.189,0.111111111,0,0.45,0,0.07,0.085,263,-0.997013868,4.230592047,0.574877825
lasagne verdi al forno,0.510769231,0.85,0.623333333,0.435416667,0.172857143,0.136333333,0.1,0.668,0.19047619,1.0958,0.133333333,0.508,0.277777778,0.666666667,0.6,0,0.1675,0.49,599,-8.753653604,3.986763456,0.619951075
last minute chicken dinner,0.250769231,0.25,0.273333333,0.319166667,0.428571429,0.194,0.34,0.792,0.158730159,0.883,0.9,0.207,0.222222222,0,1.2,0.5,0.2825,0.18,533,-1.047451373,4.20215755,0.983973041
lauras lush pasta mix,0.206153846,0.2,0.223333333,0.027083333,0.242285714,0.170666667,0.16,0.626,0.19047619,0.418,1.45,0.036,0.333333333,0.666666667,0.7,0.5,0.1725,0.42,452,0.27510016,3.789022777,0.492760717
lauras unbelievable chicken and pasta,0.256923077,0.45,0.36,0.215,0.2,0.196666667,0.168,0.824,0.095238095,1.2506,0.15,0.12,0.222222222,0,1.2,0.5,0.27,0.2075,547,-2.263049961,4.43154191,0.765689676
lawn mower salad,0.507692308,0.2,0,0.204583333,0.08,0.171,0.18,0.206,0.73015873,0.3164,0.15,0.06,0.166666667,0,0.1,0,0.215,0.1325,527,-4.582846832,4.299767069,0.999998687
layered eggplant hamburger casserole,0.449230769,0.65,0.333333333,0.307916667,0.303142857,0.088333333,0.272,0.628,0.317460317,0.2528,0.333333333,0.297,0.388888889,0,0.7,0.5,0.165,0.1475,495,-5.412241431,4.433803696,0.856723916
layered spinach mostaccioli,0.213846154,0.35,0.12,0.428333333,0.224,0.199666667,0.308,0.478,0.476190476,1.5248,0.1,0.515,0.222222222,0,0.65,0,0.27,0.4725,462,-4.504966457,4.195706225,0.564092384
lazygirls ground turkey stroganoff,0.301538462,0.2,0.416666667,0.355,0.106,0.139333333,0.096,0.61,0.063492063,0.1908,0.016666667,0.052,0.277777778,0,0.65,0,0.14,0.32,463,-2.115224037,4.338819841,0.931760444
leas hamburgers,0.393846154,0.45,0.516666667,0.315833333,0.137142857,0.110333333,0.084,0.774,0.063492063,0.0122,0.016666667,0.109,0.277777778,0,0.75,0,0.1025,0.1875,528,-3.177993269,4.230592047,0.787672418
lebanese fattoosh,0.306153846,0.15,0,1.225416667,0.179142857,0.097,0.22,0.12,0.158730159,1.1302,1.05,0.141,0.222222222,0,0.15,0,0.12,0.43,305,-9.022448109,4.201001021,0.999988646
lebanese style red lentil soup,0.107692308,0.05,0,0.218333333,0.176,0.130333333,0.364,0.334,0.095238095,0.0512,0.216666667,0.046,0.222222222,0,0,0,0.0175,0.0225,276,-0.100176256,4.562995696,0.999999549
leddie chicken,0.207692308,0.3,0.293333333,0.185,0.074285714,0.013333333,0.008,0.512,0.031746032,0.0702,0.033333333,0.028,0.111111111,0,0.8,0,0.0675,0.025,244,-1.016077476,3.763787065,0.994544337
leek and fennel soup,0.047692308,0,0,0.317916667,0.160571429,0.071,0.168,0.054,0.158730159,0.1858,0.366666667,0.081,0.111111111,0,0.05,0,0.0975,0.1625,117,-1.579030637,4.103009235,0.999999981
leftover chicken croquettes,0.12,0.1,0.4,0.275,0.081428571,0.082333333,0.088,0.508,0.126984127,0.034,0.083333333,0.082,0.166666667,0,0.55,0,0.085,0.13,276,-0.297170253,4.528566837,0.621304541
leftover ham and noodles,0.064615385,0.05,0.216666667,0.039583333,0.075142857,0.185,0.12,0.236,0.063492063,0.0214,0.066666667,0.044,0.166666667,0.666666667,0.4,0,0.125,0.45,309,-0.532312399,3.901978814,0.982588278
leftover ham n potato casserole,0.550769231,1,0.35,0.405833333,0.290571429,0.134333333,0.168,0.486,0.158730159,0.1814,0.833333333,0.38,0.111111111,0.666666667,0.45,0.5,0.1675,0.1275,578,-10.63848053,4.145469019,0.918204409
leftover pot pie,0.427692308,0.3,0.126666667,0.319583333,0.087714286,0.139,0.176,0.402,0,0.613,0.1,0.032,0.222222222,0,0.45,0,0.0825,0.1625,506,-3.952046273,4.101761425,0.9437216
leftover special casserole,0.135384615,0.15,0.14,0.366666667,0.090857143,0.094666667,0.1,0.248,0.063492063,0.9124,0.1,0.055,0.111111111,0,0.3,0,0.0825,0.185,239,-2.662151479,4.317157161,0.429751725
leftover turkey casserole,0.189230769,0.3,0.123333333,0.436666667,0.057142857,0.065666667,0.052,0.222,0.095238095,0.0994,0.033333333,0.091,0.111111111,0,0.2,0,0.045,0.0775,233,-4.520007872,4.236057557,0.709635172
lemon and cilantro shrimp,0.241538462,0.1,0.89,0.375,0.122571429,0.018333333,0.12,0.592,0.031746032,0.3732,0.7,0.1,0.277777778,0,0.2,0,0.145,0.055,278,-0.696349283,4.476810309,0.520807796
lemon and herb risotto cake,0.044615385,0.1,0.03,0.159583333,0.044571429,0.106666667,0.1,0.132,0.031746032,0.2512,0.516666667,0.15,0.166666667,0,0.15,0,0.0575,0.265,177,-1.317444923,3.970143095,0.986556838
lemon asparagus risotto,0.133846154,0.1,0.026666667,0.147916667,0.072857143,0.178,0.112,0.222,0.126984127,0.1368,0.166666667,0.096,0.111111111,0,0.1,0,0.0525,0.125,357,-1.707658517,4.515613639,0.985701792
lemon basil pesto flat iron steak,0.68,0.6,0.406666667,0.08875,0.034857143,0.011666667,0.032,0.802,0.031746032,0.1856,0.1,0.108,0.055555556,0,0.05,0,0.0775,0.04,569,-2.914082261,4.092940327,0.864002829
lemon basil quinoa salad,0.046153846,0.05,0.006666667,0.065416667,0.083142857,0.129333333,0.196,0.168,0.19047619,0.2388,0.616666667,0.043,0.111111111,0,0.1,0,0.22,0.205,205,-0.273380777,4.329206115,0.999977301
lemon chicken orzo soup,0.063076923,0.1,0.066666667,0.077916667,0.091714286,0.072333333,0.104,0.242,0.126984127,0.9756,0.333333333,0.069,0.111111111,0,0.2,0,0.0925,0.2325,167,-0.013290628,4.348591641,0.539592045
lemon cream pasta with chicken,0.376923077,0.7,0.443333333,0.035416667,0.130285714,0.160333333,0.144,0.596,0.095238095,0.1812,0.5,0.082,0.166666667,0,0.9,0.5,0.1525,0.3025,519,-4.914094656,4.472186848,0.74037203
lemon dijon chicken,0.5,0.45,0.566666667,0.271666667,0.275428571,0.090666667,0.084,1.122,0.063492063,0.1646,0.416666667,0.05,0.222222222,0,0.95,0.5,0.195,0.0825,638,-1.019144948,3.900595509,0.973858439
lemon garlic chicken breasts,0.044615385,0.05,0.22,0.114583333,0.057714286,0.002666667,0,0.476,0,0.0034,0.033333333,0.013,0.055555556,0,0.75,0,0.055,0.01,131,2.073532941,4.36960017,0.994091093
lemon garlic salmon,0.367692308,0.5,0.323333333,0.125416667,0.143142857,0.023,0.104,0.466,0,0.0856,0.783333333,0.056,0.055555556,0,0.65,0.5,0.0975,0.0825,323,-3.137644595,4.064761159,0.863787208
lemon garlic tilapia,0.067692308,0.1,0.163333333,0.03875,0.140571429,0.004666667,0.008,0.462,0,0.043,0.116666667,0.042,0,0,0.25,0,0.095,0.0175,142,2.011276993,4.605929256,0.995712212
lemon ginger shrimp,0.241538462,0.1,0.766666667,0.147916667,0.092857143,0.012666667,0.016,0.62,0.031746032,0.0902,0.133333333,0.085,0.222222222,0,0.55,0,0.1475,0.0225,286,0.903202757,4.260158925,0.995840324
lemon herb barbeque sauce for chicken,0.253846154,0.15,0.223333333,0.145416667,0.061714286,0.003333333,0.004,0.492,0,0.0042,0.066666667,0.015,0.055555556,0,0.8,0,0.06,0.01,254,0.402521104,4.476810309,0.999903678
lemon herb grilled chicken,0.035384615,0.05,0.196666667,0.112916667,0.048,0.006,0.012,0.478,0.031746032,0.0106,0.083333333,0.023,0.055555556,0,0.55,0,0.05,0.0125,128,2.119873405,4.014115151,0.980723691
lemon lime chicken broil,0.253846154,0.15,0.223333333,0.04875,0.076,0.014,0.016,0.496,0.031746032,0.0142,0.316666667,0.023,0.055555556,0,0.8,0.5,0.0675,0.025,264,0.916760304,4.161252872,0.998671001
lemon marinated chicken,0.044615385,0.05,0.203333333,0.021666667,0.084571429,0.028,0.132,0.476,0.063492063,0.1122,0.55,0.086,0.111111111,0,0.6,0,0.085,0.05,151,2.579639897,4.331066365,0.776848581
lemon orange orange roughy,0.066153846,0.05,0.223333333,0.057916667,0.086571429,0.026333333,0.092,0.382,0.126984127,0.0362,0.716666667,0.044,0.055555556,0,0.25,0,0.0675,0.11,140,1.591272444,4.410516006,0.935538101
lemon parmesan spaghetti,0.453846154,0.9,0.233333333,0.0475,0.070857143,0.152333333,0.08,0.226,0.063492063,0.2204,0.166666667,0.143,0.111111111,0.666666667,0.35,0,0.1,0.365,491,-8.965909185,4.454128589,0.530662037
lemon pepper catfish,0.536923077,0.4,0.766666667,0.26875,0.159142857,0.167333333,0.076,0.654,0.063492063,0.1292,0.016666667,0.099,0.277777778,0,0.45,0,0.1425,0.2925,654,-4.529060729,3.99821708,0.667030133
lemon pepper chicken i,0.150769231,0.3,0.3,0.057083333,0.115142857,0.018333333,0.072,0.562,0,0.0594,0.166666667,0.044,0.166666667,0,0.95,0.5,0.1175,0.02,222,0.333391161,4.451725892,0.998349654
lemon pepper cod,0.176923077,0.1,0.243333333,0.04375,0.104,0.009666667,0.052,0.614,0,0.0142,0.366666667,0.035,0.055555556,0,0.45,0,0.1475,0.0325,236,2.456557304,4.461556159,0.999085616
lemon pepper dill fish,0.366153846,0.75,0.416666667,0.097083333,0.091428571,0.003333333,0,0.434,0,0.1522,0.083333333,0.045,0.055555556,0,0.4,0,0.1025,0.0325,305,-5.361613803,4.087391026,0.997588123
lemon pepper fish tacos,0.1,0.1,0.056666667,0.064166667,0.065142857,0.048333333,0.052,0.148,0,0.0698,0.2,0.041,0.055555556,0,0.1,0,0.0625,0.0575,146,-0.391482557,3.980323806,0.660318554
lemon pepper grilled chicken,0.035384615,0,0.226666667,0.4925,0.129142857,0.025,0.028,0.564,0.063492063,0.01,0.133333333,0.05,0.111111111,0,0.95,0.5,0.1325,0.025,277,0.5504512,4.474764427,0.799463825
lemon pepper pasta seafood,0.303076923,0.2,0.603333333,0.279583333,0.099714286,0.146333333,0.084,0.694,0.063492063,0.0498,0.066666667,0.191,0.277777778,0,0.6,0,0.185,0.29,491,-1.437559957,4.224971379,0.886268898
lemon pepper shrimp with mustard,0.210769231,0.4,0.676666667,0.146666667,0.066857143,0.006666667,0.008,0.468,0,0.128,0.05,0.069,0.166666667,0,0.4,0,0.115,0.0125,233,-2.28062914,4.428672452,0.99915501
lemon piccata whitefish,0.338461538,0.4,0.276666667,0.144166667,0.138571429,0.052,0.032,0.47,0.031746032,0.1218,0.216666667,0.094,0.055555556,0,0.65,0,0.105,0.1375,401,-2.614841484,4.284534691,0.522636088
lemon rosemary salmon,0.276923077,0.15,0.186666667,0.42375,0.123142857,0.020333333,0.108,0.41,0,0.0204,0.75,0.051,0.055555556,0,0.55,0.5,0.0875,0.09,257,-1.830640185,4.320892957,0.888567496
lemon sauce for salmon patties,0.050769231,0.1,0.03,0.042916667,0.012,0.008,0.004,0.018,0.031746032,0.0288,0.033333333,0.028,0,0,0,0,0.0075,0.01,43,-0.588633477,4.308481638,0.999930677
lemon stuffed chicken,0.427692308,0.3,0.323333333,0.228333333,0.11,0.058,0.096,0.676,0.063492063,0.0744,0.466666667,0.052,0.166666667,0,0.5,0,0.075,0.05,447,-1.373306539,3.952901234,0.760156861
lemon thyme chicken tenders,0.146153846,0.1,0.216666667,0.02375,0.063714286,0.006666667,0.012,0.474,0,0.0096,0.166666667,0.018,0.055555556,0,0.75,0,0.06,0.015,192,1.823886952,4.077612079,0.997869088
lemongrass ground beef skewers,0.381538462,0.45,0.37,0.295416667,0.141428571,0.027666667,0.024,0.642,0.063492063,0.0004,0.05,0.03,0.222222222,0,0.65,0,0.09,0.0575,392,-2.991311085,4.47559577,0.473716959
lemony steamed fish,0.016923077,0,0.203333333,0.076666667,0.173142857,0.006333333,0.012,0.594,0.031746032,0.0288,0.116666667,0.029,0.055555556,0,0.4,0.5,0.1,0.0275,142,3.531823356,4.299460632,0.800908177
lentil and buckwheat salad,0.136923077,0.05,0.076666667,0.172916667,0.155428571,0.128666667,0.46,0.224,0.158730159,1.0394,0.1,0.061,0.166666667,0,0.2,0,0.225,0.3475,271,-0.586920072,3.930958552,0.999963581
lentil cakes patties,0.170769231,0.1,0.156666667,0.284583333,0.103428571,0.126,0.296,0.246,0.126984127,0.0596,0.033333333,0.075,0.388888889,0,0.25,0,0.1425,0.4125,289,-1.960324215,4.315362764,0.739102366
lentil ham soup,0.083076923,0.1,0.053333333,0.289166667,0.122,0.064666667,0.336,0.26,0.095238095,0.6124,0.216666667,0.034,0.111111111,0,0.2,0,0.0975,0.315,178,-0.831547645,4.164589803,0.99618871
lentil salad with a persian twist,0.141538462,0.05,0,0.035833333,0.060285714,0.05,0.24,0.106,0.126984127,0.08,0.166666667,0.018,0,0,0,0,0.035,0.035,159,0.018065933,4.025658351,0.999986941
lentils and rice with fried onions mujadarrah,0.34,0.15,0,0.13,0.185428571,0.230333333,0.424,0.346,0.126984127,0.029,0.05,0.074,0.277777778,0,0.1,0,0.0375,0.2225,535,-1.988149687,4.238083322,0.999997938
lentils and spinach,0.066153846,0.05,0,0.26625,0.165714286,0.08,0.416,0.194,0.095238095,1.6686,0.166666667,0.13,0.222222222,0,0.15,0,0.2275,0.5725,165,-0.567927468,4.51979038,0.999999999
lettuce leaf tacos,0.598461538,0.9,0.426666667,0.509583333,0.166571429,0.048,0.1,0.69,0.19047619,0.5428,0.666666667,0.443,0.166666667,0,0.6,0,0.12,0.1925,550,-8.768500631,4.349537281,0.668522354
light and delicious lasagna,0.193846154,0.2,0.186666667,0.359583333,0.238285714,0.088,0.168,0.68,0.317460317,0.7774,0.533333333,0.574,0.333333333,0,0.35,0,0.1325,0.185,351,-0.649365345,3.954512193,0.800749558
light and easy greek potato salad,0.106153846,0.05,0,0.0625,0.080857143,0.034666667,0.048,0.024,0.031746032,0.0104,0.1,0.011,0.055555556,0,0.05,0,0.035,0.0325,105,-0.585651385,4.103352176,0.999821687
light southwestern tomato pasta,0.336923077,0.15,0.32,0.027083333,0.147428571,0.267666667,0.292,0.344,0.222222222,0.3272,0.383333333,0.072,0.222222222,0.666666667,0.35,0,0.185,0.525,582,-2.331880803,3.983265692,0.977549271
light spaghetti salad,0.015384615,0,0,0.339166667,0.045428571,0.187333333,0.16,0.144,0.19047619,0.0842,0.25,0.017,0.111111111,0,0.15,0,0.0775,0.27,268,-2.131363963,4.280194095,1
lighter lasagna,0.141538462,0.2,0.246666667,0.27625,0.141428571,0.08,0.104,0.508,0.19047619,1.6692,0.3,0.361,0.166666667,0,0.35,0,0.1225,0.1925,263,-1.017320596,4.230480934,0.835255948
lighter mexican meatloaf,0.126153846,0.1,0.25,0.546666667,0.260571429,0.124666667,0.268,0.672,0.158730159,0.117,0.25,0.09,0.222222222,0,0.85,0.5,0.2,0.2025,354,-0.937855793,4.413071096,0.496955715
lime chicken and mushroom pasta,0.196923077,0.1,0.136666667,0.019166667,0.185428571,0.208666667,0.192,0.568,0.19047619,0.2444,1.533333333,0.042,0.222222222,0,0.8,0,0.16,0.465,466,0.653943861,4.391037111,0.958841339
lime chicken picante,0.104615385,0.15,0.243333333,0.193333333,0.072571429,0.019333333,0.028,0.478,0.063492063,0.044,0.083333333,0.04,0.055555556,0,0.55,0,0.0625,0.015,184,0.365125613,4.388505878,0.983006411
lime chicken soft tacos,0.104615385,0.1,0.123333333,0.180416667,0.057142857,0.063,0.056,0.324,0.063492063,0.0374,0.066666667,0.078,0.111111111,0,0.3,0,0.055,0.1,204,-0.289380145,4.681860635,0.86815487
lime curry tofu stir fry,0.596923077,1.05,0,0.356666667,0.23,0.069666667,0.144,0.368,0.317460317,0.2882,1.05,0.253,0.333333333,0,0.3,0,0.3475,0.215,425,-10.81438482,4.385948607,0.983810019
lime spareribs,0.923076923,0.9,0.603333333,0.516666667,0.189428571,0.029,0.024,0.728,0.19047619,0.0012,0.15,0.044,0.166666667,0.666666667,0.85,0.5,0.11,0.0175,725,-9.897144256,4.080739275,0.999987653
lime tarragon grilled chicken,0.52,0.35,0.313333333,0.2125,0.077714286,0.007666667,0.008,0.512,0,0.0402,0.116666667,0.023,0.111111111,0,0.55,0,0.06,0.025,418,-2.646606909,4.151949744,0.995240294
limehouse chicken,0.253846154,0.15,0.143333333,0.259583333,0.048857143,0.040333333,0.036,0.252,0.158730159,0.1392,0.083333333,0.02,0.055555556,0,0.3,0,0.0425,0.0475,261,-2.083209363,4.590850643,0.878866514
lindas lasagna,0.335384615,0.55,0.346666667,0.6775,0.254571429,0.127333333,0.164,0.764,0.285714286,0.2872,0.25,0.585,0.222222222,0,0.6,0,0.1775,0.215,494,-6.056711769,4.62133827,0.60933421
linguine pasta with shrimp and tomatoes,0.247692308,0.2,0.416666667,0.09625,0.173142857,0.205,0.16,0.532,0.19047619,0.2508,0.283333333,0.074,0.222222222,0,0.35,0,0.2025,0.4225,520,-1.421993171,4.295044614,0.891099319
linguine with asparagus bacon and arugula,0.475384615,0.35,0.07,0.110833333,0.128,0.235,0.18,0.348,0.158730159,0.2042,0.216666667,0.079,0.222222222,0,0.4,0,0.1675,0.5825,619,-4.512095896,4.08912235,0.807925268
linguine with chicken and vegetables in a cream sauce,0.376923077,0.7,0.36,0.093333333,0.088571429,0.148,0.124,0.478,0.031746032,0.1916,0.25,0.168,0.166666667,0,0.5,0,0.1275,0.295,506,-5.758880208,4.443303555,0.934610797
linguine with portobello mushrooms,0.073846154,0.05,0,0.063333333,0.109714286,0.148666667,0.112,0.18,0.095238095,0.0022,0.016666667,0.019,0.111111111,0,0.3,0,0.0825,0.3125,250,-0.505264469,4.2797592,0.999890138
linguine with scampi,0.576923077,1.15,0.88,0.1875,0.104571429,0.21,0.12,0.608,0.095238095,0.3004,0.166666667,0.072,0.277777778,0,0.6,0,0.1825,0.4425,701,-11.28248309,4.408624525,0.999875286
linguine with spinach and brie,0.356923077,0.35,0.093333333,0.127083333,0.075142857,0.139333333,0.088,0.26,0.063492063,0.294,0.066666667,0.046,0.111111111,0,0.3,0,0.11,0.3675,424,-3.962230053,4.312556325,0.561164368
lisas easy chicken,0.132307692,0.05,0.226666667,0.754166667,0.197428571,0.034,0.116,0.582,0.158730159,0.239,1.083333333,0.048,0.111111111,0,1,0.5,0.14,0.08,235,-1.71282382,4.117481324,0.68248138
lisas favorite carne asada marinade,0.215384615,0.15,0.083333333,0.266666667,0.088285714,0.019,0.04,0.3,0.063492063,0.173,0.283333333,0.031,0.111111111,0,0.3,0,0.0625,0.0425,207,-1.35128924,4.653516183,0.926930635
lisas lasagna,0.44,0.7,0.42,0.309583333,0.258571429,0.121666667,0.144,0.696,0.285714286,0.2764,0.433333333,0.423,0.222222222,0,0.65,0,0.17,0.2175,538,-5.940187799,3.916893761,0.540536795
lite sausage primavera,0.424615385,0.45,0.203333333,0.734583333,0.056,0.146333333,0.184,0.518,0.063492063,0.2332,0.566666667,0.029,0.111111111,0,0.15,0,0.09,0.275,531,-7.215926249,3.983265692,0.944318192
little lamb meatballs in a spicy eggplant tomato sauce,0.406153846,0.4,0.41,0.535,0.230857143,0.071666667,0.264,0.498,0.253968254,0.0746,0.183333333,0.084,0.166666667,0,0.6,0,0.14,0.1725,420,-5.247675081,4.351040313,0.636597151
little meat loaves,0.589230769,0.65,0.553333333,0.799583333,0.181142857,0.162666667,0.04,0.686,0.984126984,0.11,0.15,0.201,0.222222222,0,0.65,0,0.0975,0.0625,678,-10.32067163,4.593158704,0.999998196
lizzy217s lamb gyros,0.493846154,0.6,0.256666667,0.887916667,0.175428571,0.225333333,0.14,0.582,0.317460317,0.1188,0.216666667,0.388,0.222222222,0.666666667,0.7,0,0.1675,0.3775,698,-10.28344934,3.97127872,0.897544415
loaded baked potato salad,0.464615385,0.6,0.19,0.310833333,0.333142857,0.15,0.232,0.37,0.095238095,0.1506,0.916666667,0.066,0.111111111,0,0.35,0.5,0.1725,0.1475,519,-6.919220961,4.220500143,0.752194204
loaded egg salad,0.264615385,0.2,0.696666667,0.1975,0.051428571,0.010333333,0.02,0.196,0.063492063,0.0994,0.016666667,0.043,0.055555556,0,0.15,0,0.035,0.08,205,-2.848990872,4.360147821,0.999826825
lobster pasta,0.755384615,1.15,0.8,1.4275,0.344,0.198,0.228,0.956,0.253968254,0.855,0.65,0.283,0.444444444,0.666666667,0.85,0,0.275,0.4625,879,-17.07182107,4.356468293,1
lobster ravioli in tomato cream sauce with shrimp,0.307692308,0.55,0.58,0.379583333,0.184285714,0.229,0.312,0.574,0.253968254,0.3706,0.833333333,0.204,0.333333333,0,0.3,0,0.1675,0.13,606,-6.293506561,4.209324833,0.881906887
lobster tails in champagne,0.427692308,0.85,0.683333333,0.415416667,0.213428571,0.021333333,0.016,0.716,0.031746032,0.25,0.05,0.145,0.055555556,0,0.5,0,0.185,0.0775,482,-7.104590833,4.178336303,0.997217251
lobster tails steamed in beer,0.026153846,0,0.6,0.235833333,0.156285714,0.013666667,0,0.722,0,0.0266,0,0.095,0.055555556,0,0.6,0,0.1425,0.055,209,2.787423659,4.490070173,0.969335237
london broil,0.5,0.3,0.376666667,0.496666667,0.18,0.008,0.008,0.892,0,0.0606,0.083333333,0.027,0.222222222,0,0.8,0.5,0.1125,0.0475,487,-1.629701595,4.216230784,0.80925476
loose meat on a bun restaurant style,0.252307692,0.3,0.236666667,0.3375,0.108285714,0.076333333,0.052,0.472,0.031746032,0.005,0.016666667,0.08,0.222222222,0,0.5,0,0.0675,0.1275,341,-2.7844669,4.169770545,0.649475058
loosemeat sandwiches i,0.506153846,0.55,0.283333333,0.356666667,0.126,0.108666667,0.068,0.514,0.380952381,0.0566,0.133333333,0.097,0.166666667,0,0.55,0,0.0725,0.1525,527,-6.235400741,3.961556006,0.88184779
loosemeat sandwiches iii,0.250769231,0.3,0.246666667,0.414583333,0.106285714,0.080666667,0.076,0.532,0.126984127,0.016,0.033333333,0.083,0.222222222,0,0.55,0,0.095,0.1475,356,-2.970271247,4.396825192,0.776265327
loris famous crab cakes,0.144615385,0.05,0.256666667,0.211666667,0.142285714,0.046,0.064,0.414,0.063492063,0.364,0.666666667,0.145,0.166666667,0,0.35,0,0.13,0.2175,225,0.375371513,4.345703208,0.736216384
lorraines club sandwich,0.949230769,0.7,0.253333333,0.780833333,0.140571429,0.147333333,0.104,0.448,0.19047619,0.1334,0.116666667,0.136,0.222222222,0,0.4,0,0.1275,0.2475,818,-12.15830929,4.26479648,0.973770261
louises lasagna,0.507692308,0.8,0.353333333,0.832083333,0.211142857,0.092,0.112,0.736,0.253968254,0.1888,0.216666667,0.5,0.222222222,0,0.55,0,0.1325,0.15,545,-9.634033944,4.326444416,0.837252417
louisiana crawfish bisque,0.696923077,1.3,0.663333333,0.96375,0.200857143,0.155666667,0.196,0.43,0.158730159,0.297,0.2,0.189,0.166666667,0,0.35,0,0.15,0.2475,663,-17.98203436,4.448729984,0.999999716
louisiana crawfish ya ya pasta,0.695384615,1.35,0.993333333,0.460416667,0.186285714,0.171333333,0.132,0.66,0.095238095,0.346,0.233333333,0.245,0.222222222,0.666666667,0.55,0,0.215,0.4975,741,-14.48907965,3.993107489,0.999999863
louisiana shrimp creole ii,0.124615385,0.25,0.523333333,0.282083333,0.163142857,0.047666667,0.096,0.336,0.19047619,0.1874,0.433333333,0.08,0.222222222,0,0.35,0,0.1175,0.055,193,-2.551843479,4.289852026,0.864746989
love mussels,0.109230769,0.1,0.056666667,0.459166667,0.235714286,0.052666667,0.16,0.138,0.285714286,0.2722,0.383333333,0.084,0.388888889,0,0.2,0,0.11,0.1175,142,-3.000817903,4.303732575,0.993070755
lovely linguine,0.338461538,0.6,0.153333333,0.157916667,0.016285714,0.146333333,0.116,0.158,0.063492063,0.6944,0.666666667,0.027,0.166666667,0,0.1,0,0.0675,0.2475,405,-6.915164639,3.947728132,0.786418168
lovers beef burgundy filet,1.135384615,0.9,0.386666667,1.370833333,0.172,0.026666667,0.028,0.578,0.095238095,0.0792,0.016666667,0.043,0.277777778,0,0.5,0.5,0.1525,0.0475,883,-16.41379773,4.354106641,1
low cal chicken,0.027692308,0,0.273333333,0.339583333,0.116857143,0.008666667,0.012,0.714,0,0.008,0.05,0.028,0.111111111,0,1.15,0.5,0.1175,0.0225,177,2.547211293,4.140659448,0.962023718
low carb cheddar and garlic cauliflower mash,0.186153846,0.4,0.11,0.074166667,0.133714286,0.028666667,0.144,0.134,0.126984127,0.0774,1.116666667,0.148,0.055555556,0,0.1,0,0.0675,0.215,162,-3.213542012,4.266989253,0.529674336
