recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BNI,Protein_BNI,VitA_BNI,VitC_BNI,Calcium_BNI,Iron_BNI,Thiamin_BNI,Niacin_BNI,VitB6_BNI,Magnesium_BNI,Folate_BNI,Potassium_BNI,Dietary Fiber_BNI,Total Fat_BNI,Saturated Fat_BNI,Cholesterol_BNI,Sodium_BNI,Sugars_BNI,BNI
1 dish chicken parmesan,4,16.50000001,5,65.0000001,742.0000008,461.000001,37.5999999,3.1,53.6,9.000000009,902.4,1.99999998,240.5,4.500000009,0,17,1.25,48,142,412,-2.303606897,4.093570924,0.817866317,209.9029121,299.223301,5037.669903,11.16504843,1342.597087,25.12135927,0,94.90291262,6.97815534,267.961165,792.7184466,2573.543695,17.30582524,92.11165054,27.91262136,362.8640782,4142.233014,50.2427185,3.498381868,10,3.148543689,0.930420703,5,4.652103569,0,5,5,3.349514563,4.954490291,3.676490993,3.461165049,0,0,0,0,0,52.67111072
1 dish pepperoni cheese pizza bake,4,15.00000002,6,33.9999999,691.9999992,97.000001,32.1999999,1.3,30.6,2.999999993,443.2,1.99999998,403,2.999999997,0,6,0,19,142,329,-3.592733652,4.548874457,0.811078065,225.1063823,213.9209726,3098.358663,13.98176278,2817.325228,20.97264436,0,41.94528875,0,132.8267477,992.7051672,678.1155085,9.088145897,104.863222,41.94528875,237.6899689,4837.689964,20.97264432,3.751773038,10,1.936474164,1.165146898,5,3.883823029,0,5,0,1.660334347,5,0.968736441,1.817629179,0,0,1.038500518,0,1.671008837,41.85492593
1 pea salad most requested,3,26.79999998,3,8.0000001,283.0000008,280,17.4,6,17.6,5.999999985,3049.6,16.99999998,89.7,2.999999997,0,3,0,73,112,333,-1.992816156,4.149360637,0.987261063,120.1801802,121.5615616,21063.3033,117.4174173,619.5495495,20.7207207,0,20.72072072,0,504.2042042,773.5735736,1933.933934,41.44144144,185.105105,20.72072072,55.25525595,1954.65466,41.44144134,2.003003003,10,5,5,2.382882883,3.8371705,0,5,0,5,4.834834835,2.762762763,5,0,0,4.079079068,0.927802791,0,51.74845677
15 minute herbed chicken,6,8.99999997,2,72.9999999,568.9999992,248.0000005,6.9999999,1.2,53.4,1.999999985,118.4,0,62.4,1.500000012,0,16,0,26,10,225,0.738757843,4.338405309,0.947147168,71.55555453,545.8666667,1210.311111,0,637.8666667,15.33333346,0,163.5555556,0,265.7777778,102.2222222,2535.111116,12.26666667,91.99999969,20.44444444,746.2222212,5816.444436,20.44444429,1.192592576,10,0.756444444,0,2.453333333,2.839506196,0,5,0,3.322222222,0.638888889,3.621587309,2.453333333,0,0,0,0,1.754850113,34.03275842
2 step creamy chicken and pasta,7,11.59999997,3,80.0000001,624,142.0000015,30.5000001,4.3,57.8,4.000000001,22.4,0,14.3,1.500000012,0,11,0,19,4,340,-0.303774097,4.113392847,0.756918724,206.3235301,391,151.5294118,0,96.73529412,10.1470589,0,74.41176471,0,128.5294118,27.05882353,960.5882454,29.08823529,78.47058803,20.29411765,541.1764713,4221.176471,27.05882353,3.438725501,10,0.094705882,0,0.372058824,1.879084982,0,5,0,1.606617647,0.169117647,1.372268922,5,0,0,0,0,0.704948646,29.63752805
2 step skillet chicken broccoli divan,2,15.6,7,90,726,420.999999,12.3,3,60.8,2.999999993,1171.2,61.99999998,235.3,1.500000012,0,12,0,40,100,310,-1.801175399,4.25451789,0.755933075,91.25806452,451.0967742,8689.548387,459.9999999,1745.774194,11.12903235,0,89.03225806,0,296.7741935,741.9354839,3123.54838,22.25806452,115.7419355,51.93548387,667.7419355,5386.451613,22.25806446,1.520967742,10,5,5,5,2.060931916,0,5,0,3.709677419,4.637096774,4.462211971,4.451612903,0,0,0,0,1.466973895,52.30947262
25 minute tunisian vegetable couscous,4,4.899999975,1,0,699,486.9999995,72.0999999,8.8,27.2,5.000000009,3272,52.99999998,109.2,4.500000009,0,6,1.25,68,172,387,-1.854045753,4.324902161,0.999999997,428.5012914,161.6537468,19445.99483,314.98708,648.9922481,26.7441861,0,35.65891473,7.428940568,404.1343669,1022.222222,2894.315243,52.2997416,29.12144688,5.943152455,0,4154.263566,29.71576232,10,10,5,5,2.496124031,4.952627056,0,5,5,5,5,4.134736061,5,2.759888702,3.514211886,5,0,0.283212329,73.14080006
3 cheese eggplant lasagna,4,15.99999999,6,80.0000001,2475,787.0000005,20.7999999,4.5,34.6,5.999999985,10364.8,18,557.7,4.500000009,0,5,0,65,136,285,-7.646672228,4.349537281,0.583931739,167.8596483,279.2280702,83645.75439,145.2631579,4500.736842,36.31578955,0,40.35087719,0,524.5614035,1097.54386,6351.228074,36.31578947,129.1228069,48.42105263,645.6140359,19973.68421,48.42105251,2.797660805,10,5,5,5,5,0,5,0,5,5,5,5,0,0,0,0,0,57.79766081
3 ingredient pulled pork barbeque,9,16.39999998,6,105.9999999,922.0000008,529.9999985,23.9000001,0.5,64.4,16,244.8,1.00000002,54.6,2.999999997,1.133333334,12,1.25,32,6,382,-2.593219361,4.218459291,0.889193402,143.9005242,387.7486911,1473.926702,6.020942529,328.7434555,18.06282721,6.823734733,72.2513089,7.52617801,192.6701571,36.12565445,3191.099467,3.010471204,98.74345538,36.12565445,638.2198947,5551.308905,96.33507855,2.398342069,10,0.921204188,0.501745211,1.264397906,3.344968001,5,5,5,2.408376963,0.22578534,4.558713525,0.602094241,0,0,0,0,0,41.22562745
30 minute irish skillet,4,19.3,6,51.9999999,714,336,24.6,4.1,33.6,4.000000001,99.2,22.99999998,46.8,2.999999997,0,6,0,22,68,342,-3.420729312,4.383193222,0.847667,165.4385965,225.9649123,667.1345029,154.6783624,314.7368421,20.17543858,0,40.35087719,0,147.9532164,457.3099415,2259.649123,27.57309942,129.7953217,40.35087719,349.7076017,4801.754386,26.9005848,2.757309942,10,0.416959064,5,1.210526316,3.736192329,0,5,0,1.849415205,2.858187135,3.228070175,5,0,0,0,0,0.730065905,41.78672607
5 cup salad,3,8.70000001,6,12.9999999,51,156.0000015,19.2,1.4,3,13.99999999,742.4,13.99999998,54.6,0,0,1,0,16,14,157,-3.126704797,4.53731767,0.999712387,281.2738854,43.94904459,10875.92357,205.0955411,799.8726115,0,0,14.64968153,0,234.3949045,205.0955414,2285.35034,20.50955414,127.4522294,87.89808917,190.4458584,747.133758,205.0955412,4.687898089,6.592356688,5,5,3.076433121,0,0,3.662420382,0,2.929936306,1.281847134,3.264786201,4.101910828,0,0,1.82590236,3.443471338,0,43.04106009
a 20 minute chicken parmesan,4,15.8,7,135,928.9999992,581,26.1,3.7,65.2,10.99999999,1886.4,7.99999998,258.7,4.500000009,0,18,1.25,56,96,383,-2.819446637,4.22172726,0.849434638,156.7362924,391.54047,11328.25065,48.04177534,1553.550914,27.02349875,0,108.0939948,7.506527415,336.2924282,576.5013055,3489.033943,22.21932115,94.8825065,42.03655352,810.7049608,5578.85117,66.05744121,2.61227154,10,5,4.003481278,5,5,0,5,5,4.203655352,3.603133159,4.984334204,4.44386423,0,0,0,0,0,58.85073976
a fragrant spicy rice,5,9.800000015,2,8.0000001,504,545.000001,48.5000001,9.4,25.6,5.000000009,3628.8,31.99999998,110.5,5.999999994,0,5,0,83,340,331,-1.439454935,4.235796881,0.999324266,337.0090641,177.8851964,25215.22659,222.3564953,767.8247734,41.69184286,0,34.74320242,0,576.7371601,2362.537764,3787.00907,65.31722054,68.09667684,13.89728097,55.58912456,3502.114804,34.74320248,10,10,5,5,2.953172205,5,0,5,0,5,5,5,5,0,1.525679758,4.073514591,0,0,64.47885196
a good easy garlic chicken,4,10.09999998,6,90.9999999,367.9999992,329,1.7000001,0.2,55.2,1.000000008,563.2,1.99999998,29.9,1.500000012,0,19,1.25,35,12,214,-0.336365519,4.289473519,0.99910182,18.27102911,593.271028,6053.084112,21.49532689,321.3551402,16.12149546,0,204.2056075,13.43457944,376.1682243,128.9719626,3535.981308,2.14953271,108.5514016,64.48598131,978.0373821,3955.140178,10.74766364,0.304517152,10,3.78317757,1.791277241,1.235981308,2.985462121,0,5,5,4.702102804,0.806074766,5,0.429906542,0,0,0,0,3.294021645,44.33252115
a jerky chicken,6,2.70000003,1,68.0000001,982.0000008,385,13.5,0.3,57,9.999999986,96,4.00000002,41.6,1.500000012,0,19,1.25,43,16,197,0.25128944,4.477107038,0.79697455,157.6142132,665.4822335,1120.812183,46.70050785,485.6852792,17.5126905,0,221.8274112,14.59390863,502.0304569,186.8020305,4494.923858,3.502538071,31.52284299,11.6751269,793.9086306,11464.97463,116.7512689,2.626903553,10,0.700507614,3.891708987,1.868020305,3.243090832,0,5,5,5,1.16751269,5,0.700507614,2.575165924,2.081218274,0,0,0,48.85463579
a nice slow cooked pork,9,19.10000001,7,84,630,786.0000015,34.2999999,3,53.4,5.999999985,1115.2,19.00000002,101.4,4.500000009,1.133333334,11,0,40,48,431,-2.929335239,4.272659786,0.846903251,183.0394426,284.9651972,5951.183295,101.3921115,541.1136891,24.01392116,6.047950506,58.70069606,0,213.4570766,256.1484919,4194.431563,16.00928074,101.9257541,37.3549884,448.2598608,3361.948956,32.0185614,3.050657377,10,3.719489559,5,2.081206497,4.447022437,5,5,0,2.668213457,1.600928074,5,3.201856148,0,0,0,0,0,50.76937355
a pad thai worth making,4,27.80000002,5,279.9999999,1591.000001,756.999999,83.1,5.5,82.8,10.99999999,2641.6,39,165.1,7.500000006,0,19,1.25,118,268,742,-5.403636443,4.517766786,0.99999138,257.5876011,256.6576819,8188.247978,120.8894879,511.7654987,23.24797846,0,58.89487871,3.874663073,365.7681941,830.7277628,2346.495954,17.04851752,86.1725068,15.49865229,867.924528,4931.671162,34.09703502,4.293126685,10,5,5,1.968328841,4.305181195,0,5,5,4.572102426,5,3.352137077,3.409703504,0,1.125336927,0,0,0,58.02591665
a plus fair corn dogs,4,19.7,7,35.0000001,724.0000008,111.000001,13.5999999,0.4,13.8,5.000000009,41.6,0,61.1,1.500000012,0,3,0,11,52,261,-4.946264609,4.454127662,0.967511601,119.8467424,121.6091954,366.5900383,0,538.4291188,13.21839091,0,26.43678161,0,96.9348659,458.2375479,978.1609284,3.524904215,173.6015325,61.68582375,308.4291197,6380.076635,44.06130276,1.997445707,10,0.229118774,0,2.070881226,2.447850169,0,5,0,1.211685824,2.863984674,1.397372755,0.704980843,0,0,0,0,0,27.92331997
a potato salad sandwich,3,23.50000003,4,38.0000001,637.0000008,213.0000005,36,3.9,14,8.000000001,1052.8,9,94.9,2.999999997,0,3,0,17,132,378,-4.206001575,4.221801466,0.577701572,219.047619,85.18518519,6405.925926,54.76190476,577.4338624,18.25396824,0,18.25396825,0,103.4391534,803.1746032,1296.031749,23.73015873,142.9894182,24.33862434,231.2169318,3875.925931,48.67724868,3.650793651,12.77777778,4.003703704,4.563492063,2.220899471,3.380364488,0,4.563492063,0,1.292989418,5,1.851473927,4.746031746,0,0,1.14638447,0,0,48.05101831
a slow cooker thanksgiving,0,15.29999997,3,45.9999999,1189.000001,377.000001,44.1,1.9,47.6,18.99999999,160,3,102.7,4.500000009,0,16,1.25,39,118,410,-3.3366811,4.470739947,0.775952276,247.3902439,267.0243902,897.5609756,16.82926829,576.1219512,25.24390249,0,89.75609756,7.012195122,218.7804878,661.9512195,2114.878054,10.65853659,85.82926815,16.82926829,258.0487799,6670.000004,106.5853658,4.123170732,10,0.56097561,1.402439024,2.215853659,4.674796757,0,5,5,2.734756098,4.137195122,3.021254363,2.131707317,0,0.792682927,0.699187001,0,0,45.79483161
a southern fried chicken,4,30.29999999,8,183,1323,826,79.2999999,2.6,101.8,20,780.8,4.00000002,338,8.999999991,1.133333334,25,1.25,77,290,806,-4.842268155,4.390313416,0.999950935,226.2903223,290.4962779,2228.08933,11.41439212,964.516129,25.68238211,3.234077752,71.33995037,3.566997519,219.7270471,827.5434243,2357.07196,7.419354839,86.46401982,22.82878412,522.2084367,3775.310174,57.0719603,3.771505372,10,1.392555831,0.951199343,3.709677419,4.755996687,5,5,5,2.746588089,5,3.367245658,1.483870968,0,0,0,0,0,52.17863937
absolutely fabulous portobello mushroom tortellini,4,25.40000002,12,54.9999999,933,301.999999,42.2000001,2.7,36.6,4.000000001,1025.6,1.99999998,282.1,2.999999997,0,3,0,11,30,470,-7.268895016,4.363957374,0.982822991,206.5106388,179.106383,5018.893617,9.787233945,1380.489362,14.68085105,0,14.68085106,0,53.82978723,146.8085106,1477.872336,13.21276596,124.2978724,58.72340426,269.1489357,4565.744681,19.57446809,3.44184398,10,3.136808511,0.815602829,5,2.71867612,0,3.670212766,0,0.67287234,0.917553191,2.111246194,2.642553191,0,0,0.514184405,0,1.892941573,37.0203107
acapulco chicken,6,13.90000001,3,72,634.9999992,742,23.7999999,4.9,60.2,5.999999985,3630.4,85.99999998,83.2,4.500000009,0,19,1.25,59,84,333,-0.066618977,4.207489059,0.876318184,164.3843837,415.7957958,25074.83483,593.9939939,574.6546547,31.08108114,0,131.2312312,8.633633634,407.5075075,580.1801802,5124.924925,33.84384384,96.00600608,20.72072072,497.2972973,4385.88588,41.44144134,2.739739728,10,5,5,2.21021021,5,0,5,5,5,3.626126126,5,5,0,0,0,0,0,58.57607606
acapulco margarita grouper,4,18.99999998,3,62.0000001,1245,993.000001,26.3000001,2.1,69.4,17.99999999,1976,31.00000002,80.6,2.999999997,0,8,1.25,70,82,511,-1.823703193,4.203239293,0.468731864,118.3757343,312.3679061,8893.933464,139.5303328,362.778865,13.50293541,0,36.00782779,5.626223092,315.0684932,369.0802348,4469.471629,9.452054795,85.51859091,13.50293542,279.0606658,5603.7182,81.01761246,1.972928905,10,5,5,1.395303327,2.500543594,0,5,5,3.938356164,2.306751468,5,1.890410959,0,1.624266145,0.348988903,0,0,50.62856056
acorn squash with sweet spicy sausage,4,12.09999999,3,63.9999999,1012.999999,825.000001,45.2000001,5.5,34.6,31,856,13.99999998,110.5,4.500000009,0,1,0,74,48,343,-3.710249493,4.318225869,0.948709507,303.0903797,232.0116618,5739.941691,93.87755089,740.9620991,30.17492717,0,6.705539359,0,496.2099125,321.8658892,5532.069978,36.88046647,81.13702617,20.11661808,429.1545183,6792.711365,207.8717201,10,10,3.587463557,5,2.849854227,5,0,1.67638484,0,5,2.011661808,5,5,0,0,0,0,0,55.12536443
acorn squash wonder tacoschalupas,4,18.00000001,4,54.9999999,429,983.0000005,39.6,8.4,16.8,5.000000009,2123.2,28.00000002,205.4,4.500000009,0,5,1.25,97,186,332,-3.049412119,3.762246037,0.946281212,274.3373494,116.3855422,14708.91566,193.9759038,1422.951807,31.17469886,0,34.63855422,8.659638554,671.9879518,1288.554217,6809.939763,58.19277108,124.6987952,27.71084337,381.0240957,2971.987952,34.63855428,4.572289157,10,5,5,5,5,0,5,5,5,5,5,5,0,0,0,0,0,64.57228916
across the border tequila shrimp,5,13,8,290.0000001,673.9999992,303.0000015,3.6999999,0.7,56.6,1.000000008,1457.6,13.00000002,89.7,5.999999994,0,10,0,49,20,279,-2.850304536,4.525819932,0.877676809,30.50179129,466.5949821,12016.05735,107.1684589,739.4623656,49.46236554,0,82.43727599,0,403.9426523,164.874552,2497.849475,5.770609319,107.1684588,65.94982079,2390.681004,5556.272395,8.243727665,0.508363188,10,5,5,2.844086022,5,0,5,0,5,1.03046595,3.568356392,1.154121864,0,0,0,0,3.691471799,47.79686522
actually delicious turkey burgers,4,9.49999999,3,90,354,291.9999985,2.3000001,0.2,41.8,0,185.6,1.99999998,29.9,2.999999997,0,8,0,24,28,183,0.185555884,4.453058455,0.999657111,28.90710508,525.3551913,2332.677596,25.13661177,375.7923497,37.704918,0,100.5464481,0,301.6393443,351.9125683,3669.945336,2.513661202,119.398907,37.70491803,1131.147541,4449.180328,0,0.481785085,10,1.457923497,2.094717648,1.445355191,5,0,5,0,3.770491803,2.199453552,5,0.50273224,0,0,0,0,5,41.95245902
adios turkey casserole,4,21.70000001,11,101.0000001,1032,479.0000005,21.0999999,2.8,70.2,2.999999993,1332.8,22.00000002,464.1,4.500000009,0,12,1.25,52,102,421,-4.338525875,4.230039317,0.831056813,115.2731586,383.5154394,7281.330166,120.1900239,2535.463183,24.58432309,0,65.55819477,6.828978622,284.0855107,557.2446556,2616.864611,15.29691211,118.5510689,60.09501188,551.7814732,5638.004751,16.38954865,1.92121931,10,4.550831354,5,5,4.552652424,0,5,5,3.551068884,3.482779097,3.738378015,3.059382423,0,0,0,0,2.398484341,57.25479585
adobo chicken with ginger,4,34.30000002,10,170.0000001,1363.000001,525.999999,5.3000001,0.5,88.4,0,516.8,7.00000002,62.4,4.500000009,0,24,1.25,59,34,517,-4.196160615,4.344913498,0.986283184,23.578337,393.2688588,2299.110251,31.14119932,277.6015474,20.0193424,0,106.7698259,5.560928433,262.4758221,151.2572534,2340.03868,2.224371373,152.5918763,44.48742747,756.2862674,6063.636367,0,0.392972283,10,1.436943907,2.595099943,1.067698259,3.70728563,0,5,5,3.280947776,0.945357834,3.3429124,0.444874275,0,0,0,0,5,42.21409231
adobo sirloin,4,18.79999999,7,120,429,531.000001,3.6999999,1.1,75.2,0,65.6,6,45.5,7.500000006,0,12,1.25,43,28,342,-0.255543083,4.295352702,0.934736847,24.88304026,505.7309942,441.1695906,40.35087719,305.994152,50.43859653,0,80.70175439,8.406432749,289.1812865,188.3040936,3571.052638,7.397660819,126.4327484,47.07602339,807.0175439,2885.087719,0,0.414717338,10,0.275730994,3.362573099,1.176900585,5,0,5,5,3.614766082,1.176900585,5,1.479532164,0,0,0,0,5,46.50112085
aegean chicken salad,3,19.39999997,7,93,1081.999999,268.0000015,7.2,1.7,61.6,1.999999985,1056,21,176.8,4.500000009,0,13,1.25,34,72,332,-2.78261716,4.392412282,0.496532447,49.87951807,426.746988,7315.662651,145.4819277,1224.819277,31.17469886,0,90.06024096,8.659638554,235.5421687,498.7951807,1856.626516,11.77710843,134.3975902,48.4939759,644.2771084,7495.783127,13.85542158,0.831325301,10,4.572289157,5,4.710843373,5,0,5,5,2.944277108,3.11746988,2.652323595,2.355421687,0,0,0,0,2.800726733,53.98467683
afghan beef raviolis mantwo,8,15.6,6,75.9999999,1173,823.9999985,56.7999999,9.2,68,9.000000009,4422.4,6,223.6,8.999999991,1.133333334,15,0,78,270,506,-3.165501264,4.282206423,0.774485498,258.1818177,309.0909091,20101.81818,27.27272727,1016.363636,40.90909087,5.151515154,68.18181818,0,354.5454545,1227.272727,3745.454539,41.81818182,70.90909091,27.27272727,345.454545,5331.818182,40.90909095,4.303030295,10,5,2.272727273,3.909090909,5,5,5,0,4.431818182,5,5,5,0,0,0,0,0,59.91666666
african chicken stew,4,36.00000001,7,99.9999999,619.9999992,826,31.5,6.4,87.4,4.000000001,660.8,16.00000002,93.6,5.999999994,0,15,1.25,117,202,615,-1.464543788,4.38151698,0.572223239,117.804878,326.8617886,2471.284553,59.83739845,350.0487805,22.43902437,0,56.09756098,4.674796748,437.5609756,755.4471545,3089.105691,23.93495935,134.6341464,26.17886179,373.9837395,2318.699184,14.9593496,1.963414634,10,1.544552846,4.986449871,1.346341463,4.155374883,0,5,5,5,4.721544715,4.41300813,4.78699187,0,0,0,0.1693767,2.625500064,55.71255518
after thanksgiving casserole,4,26.2,13,89.0000001,1912.999999,749.999999,67.5,4.1,51.2,8.000000001,1667.2,10.99999998,204.1,5.999999994,0,12,1.25,66,242,612,-10.24368596,3.949359557,0.842035181,253.6764706,192.4183007,6265.620915,41.33986921,767.0424837,22.54901959,0,45.09803922,4.697712418,248.0392157,909.4771242,2818.627447,15.40849673,98.46405227,48.85620915,334.4771246,7189.379082,30.06535948,4.227941176,10,3.916013072,3.4449891,2.950163399,4.175744368,0,5,5,3.100490196,5,4.026610639,3.081699346,0,0,0,0,0.227720717,54.15137201
aimees quick chicken,6,7.200000015,3,81,1792.999999,255.0000005,8.7999999,0,64.8,2.999999993,97.6,0,165.1,1.500000012,0,17,0,38,12,242,-2.167525269,4.360535805,0.995666898,83.63636269,615.8677686,927.6033058,0,1569.132231,14.25619846,0,161.5702479,0,361.1570248,114.0495868,2423.553724,0,68.42975221,28.51239669,769.8347107,17040.90908,28.51239662,1.393939378,10,0.579752066,0,5,2.640036752,0,5,0,4.51446281,0.712809917,3.462219605,0,0,0,0,0,0.474222758,33.77744329
ainaas bbq chicken,4,28.20000001,8,156,810,573.000001,8.4999999,0.6,101.4,5.000000009,564.8,19.99999998,83.2,4.500000009,0,16,1.25,49,34,500,-0.970932561,3.891072099,0.828051624,39.09999954,466.44,2598.08,91.99999991,382.72,20.70000004,0,73.6,5.75,225.4,156.4,2635.800005,2.76,129.72,36.8,717.6,3726,23.00000004,0.651666659,10,1.6238,5,1.472,3.833333341,0,5,5,2.8175,0.9775,3.765428578,0.552,0,0,0,0,1.349206343,42.04243492
al kabsa traditional saudi rice and chicken,4,21.19999999,8,87.9999999,423,431.9999985,54.9,3,58.4,6.999999993,6912,13.00000002,76.7,2.999999997,0,8,0,42,36,528,-3.288021153,4.084027166,0.937814525,239.1477273,254.3939394,30109.09091,56.62878797,334.1098485,13.06818181,0,34.84848485,0,182.9545455,156.8181818,1881.818175,13.06818182,92.3484848,34.84848485,383.3333329,1842.613636,30.49242421,3.985795455,10,5,4.719065664,1.285037879,2.420033668,0,5,0,2.286931818,0.980113636,2.688311679,2.613636364,0,0,0,1.161221591,0.159932665,42.30008042
alabama pulled pig,4,24.19999998,10,105.9999999,118.9999992,571.9999985,5.1999999,0.6,56,4.000000001,756.8,1.99999998,57.2,2.999999997,1.133333334,12,1.25,37,16,363,-2.320504348,4.410247957,0.87944671,32.94765777,354.8209366,4795.151515,12.67217618,362.4242424,19.00826444,7.180899912,76.03305785,7.920110193,234.4352617,101.3774105,3624.242415,3.801652893,153.3333332,63.36088154,671.6253437,753.9944853,25.34435262,0.549127629,10,2.996969697,1.056014682,1.393939394,3.520048971,5,5,5,2.930440771,0.633608815,5,0.760330579,0,0,0,3.429178156,0.977086886,48.24674558
alaska salmon bake with pecan crunch coating,4,22.40000003,6,90.9999999,352.9999992,409.9999995,15.9,1.9,52.2,5.999999985,676.8,10.99999998,52,1.500000012,0,11,0,44,36,368,-1.594336215,4.623010367,0.721483453,99.375,326.25,4230,68.74999987,325,9.375000075,0,68.75,0,275,225,2562.499997,11.875,140.0000002,37.5,568.7499994,2206.249995,37.49999991,1.65625,10,2.64375,5,1.25,1.736111125,0,5,0,3.4375,1.40625,3.660714281,2.375,0,0,0,0.403645844,0,38.56922125
alaskan bbq salmon,4,10.99999998,2,56.0000001,58.9999992,370.000001,22.2999999,0,39.2,21.99999999,70.4,3,33.8,0,0,11,1.25,28,62,269,0.104775456,4.57341886,0.935551436,190.6691441,335.1672862,601.9330855,25.65055762,288.9962825,0,0,94.05204461,10.68773234,239.4052045,530.1115242,3163.568782,0,94.05204448,17.10037175,478.8104098,504.4609597,188.1040891,3.177819069,10,0.376208178,2.137546468,1.111524164,0,0,5,5,2.992565056,3.313197026,4.519383974,0,0,0.724907063,0,3.949039667,0,42.30219067
alfredo blue,4,29.9,17,93.9999999,262.0000008,200.9999985,43.8999999,2.2,25.8,1.999999985,1652.8,1.00000002,211.9,2.999999997,0,5,0,37,244,487,-8.774611741,4.408824955,0.775172583,207.330595,121.8480493,7805.831622,4.722792702,1000.759754,14.16837781,0,23.61396304,0,174.7433265,1152.361396,949.2813071,10.39014374,141.211499,80.28747433,443.9425047,1237.371667,9.445585142,3.455509917,10,4.878644764,0.393566059,3.849075975,2.623773668,0,5,0,2.184291581,5,1.356116153,2.078028747,0,0,0,2.42214236,3.500700771,46.74185
alfredo chicken,4,28.70000003,10,105.9999999,1338,283.9999995,27.2000001,1,64.2,5.000000009,72,0,26,2.999999997,0,15,0,37,142,498,-5.819206087,4.216454395,0.838792438,125.6224904,296.5060241,332.5301205,0,120.0803213,13.85542167,0,69.27710843,0,170.8835341,655.8232932,1311.646584,4.618473896,132.5502009,46.18473896,489.5582325,6179.518072,23.09236952,2.093708174,10,0.207831325,0,0.46184739,2.565818828,0,5,0,2.136044177,4.098895582,1.873780834,0.923694779,0,0,0,0,1.334544521,30.69616561
alfredo light,4,4.099999995,1,6,360,258.000001,50.4999999,3.6,27.8,5.999999985,776,25.00000002,193.7,2.999999997,0,5,0,38,246,292,-0.607806693,4.418334215,0.999146022,397.7739718,218.9726027,6112.328767,196.9178084,1525.719178,23.63013696,0,39.38356164,0,299.3150685,1937.671233,2032.191789,28.35616438,32.29452051,7.876712329,47.26027397,2835.616438,47.26027385,10,10,3.820205479,5,5,4.375951289,0,5,0,3.741438356,5,2.903131127,5,2.515806115,3.030821918,4.212328767,0,0,65.38735428
alfredo mostaccioli,4,25.29999999,15,75.9999999,466.9999992,179.9999985,42.3999999,2.2,20.6,1.999999985,2313.6,10.00000002,131.3,2.999999997,0,4,0,34,250,430,-8.406719529,4.379925604,0.759915179,226.7906971,110.1860465,12375.06977,53.4883722,702.3023256,16.04651161,0,21.39534884,0,181.8604651,1337.209302,962.7906897,11.76744186,135.3255813,80.23255814,406.5116274,2497.906972,10.69767434,3.779844952,10,5,4.45736435,2.701162791,2.971576224,0,5,0,2.273255814,5,1.375415271,2.353488372,0,0,0,0,3.301956455,48.21406423
alice chicken,6,69.49999999,23,152.0000001,1975.000001,850.0000005,31.8999999,0.6,93.6,20,1060.8,6,621.4,5.999999994,0,24,1.25,54,52,930,-14.00577512,4.459410657,1,78.89247287,231.483871,2623.483871,14.83870968,1536.795699,14.83870966,0,59.35483871,3.091397849,133.5483871,128.6021505,2102.150539,1.483870968,171.8817204,56.88172043,375.9139787,4884.408604,49.4623656,1.314874548,10,1.639677419,1.23655914,5,2.747909197,0,5,5,1.669354839,0.803763441,3.003072198,0.296774194,0,0,0,0,0,37.71198498
alices sour cream chicken breasts,4,20.8,12,110.0000001,256.9999992,444.9999995,4.4000001,0,63.8,0,958.4,1.99999998,219.7,1.500000012,0,20,1.25,46,30,351,-2.772246891,4.219819176,0.984012478,28.83190949,418.0626781,6280.11396,13.10541297,1439.62963,9.829059908,0,131.0541311,8.190883191,301.4245014,196.5811966,2915.954413,0,136.2962963,78.63247863,720.7977215,1684.045579,0,0.480531825,10,3.925071225,1.092117748,5,1.820196279,0,5,5,3.767806268,1.228632479,4.165649161,0,0,0,0,1.491571711,5,47.9715767
alishas scalloped potatoes and ham,4,20.60000001,10,59.0000001,835.9999992,1117,38.6000001,4.7,34.8,2.999999993,524.8,61.99999998,141.7,2.999999997,1.133333334,8,1.25,62,76,407,-5.794244828,4.243058847,0.764608465,218.1326787,196.6584767,2965.700246,350.3685503,800.7616708,16.95331694,6.404586408,45.20884521,7.063882064,350.3685504,429.4840295,6312.285009,26.56019656,116.4127764,56.51105651,333.415234,4724.32432,16.95331691,3.635544645,10,1.853562654,5,3.07985258,3.139503136,5,5,5,4.37960688,2.684275184,5,5,0,0,0,0,2.308997316,61.08134239
all american meatloaf,4,20.60000001,9,134.0000001,595.0000008,398.000001,12.3,1.4,53,4.000000001,801.6,4.99999998,196.3,4.500000009,0,10,0,41,52,344,-3.369911709,4.452752375,0.627833184,82.23837209,354.3604651,5359.534884,33.43023242,1312.47093,30.08720936,0,66.86046512,0,274.127907,347.6744186,2661.046518,9.360465116,137.7325582,60.1744186,895.9302332,3978.19768,26.74418605,1.370639535,10,3.349709302,2.785852702,5,5,0,5,0,3.426598837,2.172965116,3.801495026,1.872093023,0,0,0,0,0.754891103,44.53424465
